County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Contra Costa,2020-04-27T00:00:00,843,25,24,44,10,11
Del Norte,2020-04-27T00:00:00,3,0,0,5,0,2
El Dorado,2020-04-27T00:00:00,43,0,1,7,0,2
Fresno,2020-04-27T00:00:00,504,7,39,52,17,3
Glenn,2020-04-27T00:00:00,4,0,0,0,0,0
Humboldt,2020-04-27T00:00:00,52,0,0,3,0,0
Imperial,2020-04-27T00:00:00,290,8,27,7,11,1
Inyo,2020-04-27T00:00:00,20,1,0,0,0,0
Kern,2020-04-27T00:00:00,865,5,31,19,23,2
Kings,2020-04-27T00:00:00,48,1,9,2,2,0
Lake,2020-04-27T00:00:00,6,0,0,1,0,1
Lassen,2020-04-27T00:00:00,0,0,0,0,0,0
Los Angeles,2020-04-27T00:00:00,20456,942,1940,609,592,117
Madera,2020-04-27T00:00:00,42,2,0,0,0,0
Marin,2020-04-27T00:00:00,227,12,2,6,1,0
Mariposa,2020-04-27T00:00:00,0,0,0,1,0,0
Mendocino,2020-04-27T00:00:00,10,0,0,1,0,1
Merced,2020-04-27T00:00:00,108,3,1,3,0,0
Modoc,2020-04-27T00:00:00,0,0,0,0,0,0
Mono,2020-04-27T00:00:00,23,1,0,0,0,0
Monterey,2020-04-27T00:00:00,185,4,4,2,2,1
Napa,2020-04-27T00:00:00,64,2,1,0,1,0
Nevada,2020-04-27T00:00:00,39,1,1,1,0,1
Orange,2020-04-27T00:00:00,2198,42,189,113,76,23
Placer,2020-04-27T00:00:00,142,8,5,17,1,3
Plumas,2020-04-27T00:00:00,4,0,0,0,0,0
Riverside,2020-04-27T00:00:00,3381,138,220,118,73,25
Sacramento,2020-04-27T00:00:00,1035,41,46,42,16,13
San Benito,2020-04-27T00:00:00,45,2,0,0,0,0
San Bernardino,2020-04-27T00:00:00,1742,82,154,83,49,18
San Diego,2020-04-27T00:00:00,3143,128,277,59,115,15
San Francisco,2020-04-27T00:00:00,1453,23,82,19,29,3
San Joaquin,2020-04-27T00:00:00,522,25,24,23,10,6
San Luis Obispo,2020-04-27T00:00:00,166,1,3,6,2,2
San Mateo,2020-04-27T00:00:00,1092,46,52,28,16,4
Santa Barbara,2020-04-27T00:00:00,466,7,26,13,12,3
Santa Clara,2020-04-27T00:00:00,2104,105,115,49,56,10
Santa Cruz,2020-04-27T00:00:00,123,2,2,1,1,0
Shasta,2020-04-27T00:00:00,29,4,1,1,1,0
Sierra,2020-04-27T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-27T00:00:00,5,0,0,1,0,1
Solano,2020-04-27T00:00:00,222,4,8,16,4,3
Sonoma,2020-04-27T00:00:00,220,2,2,11,0,2
Stanislaus,2020-04-27T00:00:00,316,8,30,36,8,8
Sutter,2020-04-27T00:00:00,26,2,0,0,0,0
Tehama,2020-04-27T00:00:00,1,1,0,0,0,0
Trinity,2020-04-27T00:00:00,0,0,0,0,0,0
Tulare,2020-04-27T00:00:00,535,32,29,0,7,0
Tuolumne,2020-04-27T00:00:00,3,0,0,1,0,1
Unassigned,2020-04-27T00:00:00,3,0,0,0,0,0
Ventura,2020-04-27T00:00:00,513,17,28,75,6,10
Yolo,2020-04-27T00:00:00,160,15,0,1,0,0
Yuba,2020-04-27T00:00:00,15,1,0,3,0,3
Alameda,2020-04-28T00:00:00,1525,59,76,64,37,13
Alpine,2020-04-28T00:00:00,1,0,0,0,0,0
Amador,2020-04-28T00:00:00,8,0,0,0,0,0
Butte,2020-04-28T00:00:00,16,0,0,1,0,0
Calaveras,2020-04-28T00:00:00,13,0,0,1,0,0
Colusa,2020-04-28T00:00:00,3,0,1,0,1,0
Contra Costa,2020-04-28T00:00:00,866,25,27,43,11,12
Del Norte,2020-04-28T00:00:00,3,0,0,5,0,1
El Dorado,2020-04-28T00:00:00,43,0,1,7,0,2
Fresno,2020-04-28T00:00:00,525,7,39,44,14,7
Glenn,2020-04-28T00:00:00,4,0,0,0,0,0
Humboldt,2020-04-28T00:00:00,53,0,0,6,0,1
Imperial,2020-04-28T00:00:00,295,8,29,4,12,1
Inyo,2020-04-28T00:00:00,20,1,0,0,0,0
Kern,2020-04-28T00:00:00,882,5,32,13,22,3
Kings,2020-04-28T00:00:00,57,1,9,2,2,0
Lake,2020-04-28T00:00:00,6,0,0,2,0,1
Lassen,2020-04-28T00:00:00,0,0,0,0,0,0
Los Angeles,2020-04-28T00:00:00,21029,1000,1962,581,597,130
Madera,2020-04-28T00:00:00,44,2,0,1,0,0
Marin,2020-04-28T00:00:00,228,12,1,7,1,1
Mariposa,2020-04-28T00:00:00,0,0,0,1,0,0
Mendocino,2020-04-28T00:00:00,10,0,0,0,0,0
Merced,2020-04-28T00:00:00,108,3,2,6,1,1
Modoc,2020-04-28T00:00:00,0,0,0,1,0,0
Mono,2020-04-28T00:00:00,25,1,0,0,0,0
Monterey,2020-04-28T00:00:00,191,4,2,7,2,2
Napa,2020-04-28T00:00:00,67,2,1,0,0,0
Nevada,2020-04-28T00:00:00,41,1,1,2,1,1
Orange,2020-04-28T00:00:00,2324,42,203,84,75,25
Placer,2020-04-28T00:00:00,143,8,5,21,1,2
Plumas,2020-04-28T00:00:00,4,0,0,0,0,0
Riverside,2020-04-28T00:00:00,3504,142,215,112,78,20
Sacramento,2020-04-28T00:00:00,1044,41,43,33,16,9
San Benito,2020-04-28T00:00:00,46,2,0,0,0,0
San Bernardino,2020-04-28T00:00:00,1891,85,156,123,51,31
San Diego,2020-04-28T00:00:00,3316,133,276,105,112,18
San Francisco,2020-04-28T00:00:00,1471,23,81,23,27,9
San Joaquin,2020-04-28T00:00:00,532,25,24,16,10,6
San Luis Obispo,2020-04-28T00:00:00,172,1,3,3,3,1
San Mateo,2020-04-28T00:00:00,1129,48,50,13,17,0
Santa Barbara,2020-04-28T00:00:00,469,7,27,16,12,4
Santa Clara,2020-04-28T00:00:00,2130,106,116,34,51,5
Santa Cruz,2020-04-28T00:00:00,123,2,2,0,1,0
Shasta,2020-04-28T00:00:00,29,4,2,1,2,0
Sierra,2020-04-28T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-28T00:00:00,5,0,0,2,0,1
Solano,2020-04-28T00:00:00,246,4,12,16,5,0
Sonoma,2020-04-28T00:00:00,226,2,3,11,0,4
Stanislaus,2020-04-28T00:00:00,330,10,31,30,7,2
Sutter,2020-04-28T00:00:00,25,2,0,0,0,0
Tehama,2020-04-28T00:00:00,1,1,0,0,0,0
Trinity,2020-04-28T00:00:00,0,0,0,0,0,0
Tulare,2020-04-28T00:00:00,579,35,32,2,6,0
Tuolumne,2020-04-28T00:00:00,4,0,0,0,0,0
Unassigned,2020-04-28T00:00:00,2,0,0,0,0,0
Ventura,2020-04-28T00:00:00,517,17,31,71,11,11
Yolo,2020-04-28T00:00:00,160,15,0,0,0,1
Yuba,2020-04-28T00:00:00,15,1,0,2,0,1
Alameda,2020-04-29T00:00:00,1564,63,76,63,33,13
Alpine,2020-04-29T00:00:00,1,0,0,0,0,0
Amador,2020-04-29T00:00:00,8,0,0,0,0,0
Butte,2020-04-29T00:00:00,16,0,0,2,0,1
Calaveras,2020-04-29T00:00:00,13,0,0,0,0,0
Colusa,2020-04-29T00:00:00,3,0,1,0,1,0
Contra Costa,2020-04-29T00:00:00,885,25,24,50,9,14
Del Norte,2020-04-29T00:00:00,3,0,0,3,0,1
El Dorado,2020-04-29T00:00:00,44,0,0,4,0,2
Fresno,2020-04-29T00:00:00,544,7,38,48,16,8
Glenn,2020-04-29T00:00:00,4,0,0,0,0,0
Humboldt,2020-04-29T00:00:00,53,0,1,5,0,3
Imperial,2020-04-29T00:00:00,300,8,29,5,13,0
Inyo,2020-04-29T00:00:00,20,1,0,0,0,0
Kern,2020-04-29T00:00:00,910,6,36,13,23,3
Kings,2020-04-29T00:00:00,80,1,9,2,2,0
Lake,2020-04-29T00:00:00,6,0,0,2,0,1
Lassen,2020-04-29T00:00:00,0,0,0,0,0,0
Los Angeles,2020-04-29T00:00:00,22560,1056,1959,591,602,97
Madera,2020-04-29T00:00:00,45,2,0,1,0,0
Marin,2020-04-29T00:00:00,234,13,0,6,0,1
Mariposa,2020-04-29T00:00:00,1,0,0,1,0,0
Mendocino,2020-04-29T00:00:00,11,0,0,0,0,0
Merced,2020-04-29T00:00:00,116,3,2,7,1,1
Modoc,2020-04-29T00:00:00,0,0,0,0,0,0
Mono,2020-04-29T00:00:00,25,1,0,0,0,0
Monterey,2020-04-29T00:00:00,204,5,4,3,3,0
Napa,2020-04-29T00:00:00,68,2,1,0,0,0
Nevada,2020-04-29T00:00:00,41,1,1,2,1,1
Orange,2020-04-29T00:00:00,2421,44,211,91,76,16
Placer,2020-04-29T00:00:00,145,8,5,28,1,3
Plumas,2020-04-29T00:00:00,4,0,0,0,0,0
Riverside,2020-04-29T00:00:00,3700,149,212,124,78,32
Sacramento,2020-04-29T00:00:00,1055,42,42,36,17,5
San Benito,2020-04-29T00:00:00,48,2,0,0,0,0
San Bernardino,2020-04-29T00:00:00,1975,91,156,124,56,23
San Diego,2020-04-29T00:00:00,3434,140,282,73,119,17
San Francisco,2020-04-29T00:00:00,1489,23,80,24,26,6
San Joaquin,2020-04-29T00:00:00,540,25,21,20,9,7
San Luis Obispo,2020-04-29T00:00:00,181,1,3,2,3,0
San Mateo,2020-04-29T00:00:00,1170,50,51,19,16,1
Santa Barbara,2020-04-29T00:00:00,477,8,28,14,12,2
Santa Clara,2020-04-29T00:00:00,2147,108,110,34,46,2
Santa Cruz,2020-04-29T00:00:00,124,2,2,0,1,0
Shasta,2020-04-29T00:00:00,31,4,2,0,2,0
Sierra,2020-04-29T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-29T00:00:00,5,0,0,3,0,1
Solano,2020-04-29T00:00:00,252,5,10,18,5,5
Sonoma,2020-04-29T00:00:00,230,2,5,14,2,2
Stanislaus,2020-04-29T00:00:00,374,11,35,26,4,5
Sutter,2020-04-29T00:00:00,28,2,0,0,0,0
Tehama,2020-04-29T00:00:00,1,1,0,0,0,0
Trinity,2020-04-29T00:00:00,0,0,0,0,0,0
Tulare,2020-04-29T00:00:00,615,36,30,0,5,0
Tuolumne,2020-04-29T00:00:00,4,0,0,0,0,0
Unassigned,2020-04-29T00:00:00,2,0,0,0,0,0
Ventura,2020-04-29T00:00:00,530,18,31,26,10,7
Yolo,2020-04-29T00:00:00,161,15,0,0,0,1
Yuba,2020-04-29T00:00:00,15,1,0,0,0,0
Alameda,2020-04-30T00:00:00,1599,63,74,52,34,12
Alpine,2020-04-30T00:00:00,1,0,0,0,0,0
Amador,2020-04-30T00:00:00,8,0,0,0,0,0
Butte,2020-04-30T00:00:00,16,0,0,0,0,0
Calaveras,2020-04-30T00:00:00,13,0,0,0,0,0
Colusa,2020-04-30T00:00:00,3,0,1,0,1,0
Contra Costa,2020-04-30T00:00:00,900,27,24,43,9,6
Del Norte,2020-04-30T00:00:00,3,0,0,4,0,2
El Dorado,2020-04-30T00:00:00,44,0,0,6,0,1
Fresno,2020-04-30T00:00:00,562,7,41,37,15,4
Glenn,2020-04-30T00:00:00,4,0,0,0,0,0
Humboldt,2020-04-30T00:00:00,54,0,0,7,0,2
Imperial,2020-04-30T00:00:00,322,8,29,3,13,0
Inyo,2020-04-30T00:00:00,20,1,0,0,0,0
Kern,2020-04-30T00:00:00,941,8,29,25,20,0
Kings,2020-04-30T00:00:00,87,1,10,0,2,0
Lake,2020-04-30T00:00:00,6,0,0,2,0,0
Lassen,2020-04-30T00:00:00,0,0,0,0,0,0
Los Angeles,2020-04-30T00:00:00,23284,1111,1894,470,591,93
Madera,2020-04-30T00:00:00,46,2,0,3,0,0
Marin,2020-04-30T00:00:00,240,13,0,3,0,0
Mariposa,2020-04-30T00:00:00,3,0,0,2,0,0
Mendocino,2020-04-30T00:00:00,11,0,0,0,0,0
Merced,2020-04-30T00:00:00,122,3,3,2,1,0
Modoc,2020-04-30T00:00:00,0,0,0,0,0,0
Mono,2020-04-30T00:00:00,25,1,0,0,0,0
Monterey,2020-04-30T00:00:00,213,5,6,6,3,3
Napa,2020-04-30T00:00:00,69,2,1,0,0,0
Nevada,2020-04-30T00:00:00,41,1,0,1,0,1
Orange,2020-04-30T00:00:00,2591,46,214,68,74,13
Placer,2020-04-30T00:00:00,148,8,4,28,1,4
Plumas,2020-04-30T00:00:00,4,0,0,0,0,0
Riverside,2020-04-30T00:00:00,3820,156,214,138,85,30
Sacramento,2020-04-30T00:00:00,1071,43,37,35,17,5
San Benito,2020-04-30T00:00:00,48,2,1,0,0,0
San Bernardino,2020-04-30T00:00:00,2020,96,158,100,58,17
San Diego,2020-04-30T00:00:00,3566,143,283,81,122,19
San Francisco,2020-04-30T00:00:00,1518,26,85,11,32,1
San Joaquin,2020-04-30T00:00:00,548,25,17,24,8,4
San Luis Obispo,2020-04-30T00:00:00,182,1,3,3,3,1
San Mateo,2020-04-30T00:00:00,1194,52,53,10,16,1
Santa Barbara,2020-04-30T00:00:00,490,8,26,9,13,3
Santa Clara,2020-04-30T00:00:00,2172,111,104,37,45,3
Santa Cruz,2020-04-30T00:00:00,126,2,3,0,2,0
Shasta,2020-04-30T00:00:00,31,4,2,0,2,0
Sierra,2020-04-30T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-30T00:00:00,5,0,0,2,0,0
Solano,2020-04-30T00:00:00,262,5,11,12,5,3
Sonoma,2020-04-30T00:00:00,233,3,5,7,2,3
Stanislaus,2020-04-30T00:00:00,378,11,35,27,3,5
Sutter,2020-04-30T00:00:00,28,2,0,0,0,0
Tehama,2020-04-30T00:00:00,1,1,0,0,0,0
Trinity,2020-04-30T00:00:00,0,0,0,0,0,0
Tulare,2020-04-30T00:00:00,637,40,28,2,5,2
Tuolumne,2020-04-30T00:00:00,3,0,0,0,0,0
Unassigned,2020-04-30T00:00:00,3,0,0,0,0,0
Ventura,2020-04-30T00:00:00,547,18,33,18,10,4
Yolo,2020-04-30T00:00:00,164,16,0,0,0,0
Yuba,2020-04-30T00:00:00,15,1,0,0,0,0
Alameda,2020-05-01T00:00:00,1630,63,75,60,32,13
Alpine,2020-05-01T00:00:00,1,0,0,0,0,0
Amador,2020-05-01T00:00:00,8,0,0,0,0,0
Butte,2020-05-01T00:00:00,17,0,0,1,0,1
Calaveras,2020-05-01T00:00:00,13,0,0,1,0,0
Colusa,2020-05-01T00:00:00,3,0,1,0,1,0
Contra Costa,2020-05-01T00:00:00,915,28,21,37,8,7
Del Norte,2020-05-01T00:00:00,3,0,0,0,0,0
El Dorado,2020-05-01T00:00:00,47,0,0,2,0,1
Fresno,2020-05-01T00:00:00,617,8,44,28,18,3
Glenn,2020-05-01T00:00:00,4,0,0,0,0,0
Humboldt,2020-05-01T00:00:00,54,0,0,5,0,0
Imperial,2020-05-01T00:00:00,337,9,36,3,14,1
Inyo,2020-05-01T00:00:00,20,1,0,0,0,0
Kern,2020-05-01T00:00:00,972,8,35,13,19,0
Kings,2020-05-01T00:00:00,112,1,11,0,2,0
Lake,2020-05-01T00:00:00,6,0,0,2,0,1
Lassen,2020-05-01T00:00:00,0,0,0,0,0,0
Los Angeles,2020-05-01T00:00:00,24306,1172,1884,511,606,98
Madera,2020-05-01T00:00:00,46,2,0,0,0,0
Marin,2020-05-01T00:00:00,242,13,0,5,0,0
Mariposa,2020-05-01T00:00:00,10,0,0,2,0,0
Mendocino,2020-05-01T00:00:00,11,0,0,0,0,0
Merced,2020-05-01T00:00:00,131,3,4,1,1,0
Modoc,2020-05-01T00:00:00,0,0,0,0,0,0
Mono,2020-05-01T00:00:00,25,1,0,0,0,0
Monterey,2020-05-01T00:00:00,222,5,7,1,3,1
Napa,2020-05-01T00:00:00,69,2,0,2,0,0
Nevada,2020-05-01T00:00:00,41,1,0,1,0,1
Orange,2020-05-01T00:00:00,2660,51,218,101,62,23
Placer,2020-05-01T00:00:00,149,8,5,15,2,2
Plumas,2020-05-01T00:00:00,4,0,0,0,0,0
Riverside,2020-05-01T00:00:00,3893,167,210,152,83,39
Sacramento,2020-05-01T00:00:00,1081,43,35,29,14,4
San Benito,2020-05-01T00:00:00,49,2,1,0,0,0
San Bernardino,2020-05-01T00:00:00,2084,98,157,106,55,15
San Diego,2020-05-01T00:00:00,3713,150,290,60,123,11
San Francisco,2020-05-01T00:00:00,1552,29,86,14,32,0
San Joaquin,2020-05-01T00:00:00,554,25,17,16,9,5
San Luis Obispo,2020-05-01T00:00:00,186,1,3,4,1,2
San Mateo,2020-05-01T00:00:00,1222,52,48,12,15,3
Santa Barbara,2020-05-01T00:00:00,499,8,28,10,13,2
Santa Clara,2020-05-01T00:00:00,2176,113,97,43,38,6
Santa Cruz,2020-05-01T00:00:00,127,2,3,1,2,0
Shasta,2020-05-01T00:00:00,31,4,1,0,1,0
Sierra,2020-05-01T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-01T00:00:00,5,0,0,2,0,0
Solano,2020-05-01T00:00:00,266,5,10,11,6,3
Sonoma,2020-05-01T00:00:00,242,3,4,15,1,4
Stanislaus,2020-05-01T00:00:00,384,13,35,19,2,3
Sutter,2020-05-01T00:00:00,28,2,0,0,0,0
Tehama,2020-05-01T00:00:00,1,1,0,0,0,0
Trinity,2020-05-01T00:00:00,0,0,0,0,0,0
Tulare,2020-05-01T00:00:00,685,40,28,2,5,2
Tuolumne,2020-05-01T00:00:00,3,0,0,0,0,0
Unassigned,2020-05-01T00:00:00,4,0,0,0,0,0
Ventura,2020-05-01T00:00:00,556,18,29,12,10,4
Yolo,2020-05-01T00:00:00,165,18,0,0,0,0
Yuba,2020-05-01T00:00:00,16,1,0,0,0,0
Alameda,2020-05-02T00:00:00,1678,63,73,59,31,7
Alpine,2020-05-02T00:00:00,1,0,0,0,0,0
Amador,2020-05-02T00:00:00,8,0,0,0,0,0
Butte,2020-05-02T00:00:00,17,0,0,0,0,0
Calaveras,2020-05-02T00:00:00,13,0,0,1,0,1
Colusa,2020-05-02T00:00:00,3,0,1,0,1,0
Contra Costa,2020-05-02T00:00:00,929,28,20,45,9,8
Del Norte,2020-05-02T00:00:00,3,0,0,0,0,0
El Dorado,2020-05-02T00:00:00,47,0,0,2,0,1
Fresno,2020-05-02T00:00:00,629,8,45,36,17,2
Glenn,2020-05-02T00:00:00,5,0,0,0,0,0
Humboldt,2020-05-02T00:00:00,54,0,0,5,0,0
Imperial,2020-05-02T00:00:00,345,9,36,3,14,1
Inyo,2020-05-02T00:00:00,20,1,0,0,0,0
Kern,2020-05-02T00:00:00,1007,8,36,7,19,1
Kings,2020-05-02T00:00:00,120,1,9,1,2,0
Lake,2020-05-02T00:00:00,7,0,0,0,0,0
Lassen,2020-05-02T00:00:00,0,0,0,0,0,0
Los Angeles,2020-05-02T00:00:00,24955,1209,1819,561,599,105
Madera,2020-05-02T00:00:00,46,2,0,0,0,0
Marin,2020-05-02T00:00:00,243,13,0,11,0,0
Mariposa,2020-05-02T00:00:00,13,0,0,0,0,0
Mendocino,2020-05-02T00:00:00,10,0,0,0,0,0
Merced,2020-05-02T00:00:00,131,3,4,4,2,0
Modoc,2020-05-02T00:00:00,0,0,0,0,0,0
Mono,2020-05-02T00:00:00,25,1,0,0,0,0
Monterey,2020-05-02T00:00:00,225,6,8,3,3,2
Napa,2020-05-02T00:00:00,71,2,0,1,0,0
Nevada,2020-05-02T00:00:00,41,1,0,2,0,1
Orange,2020-05-02T00:00:00,2774,52,215,107,64,34
Placer,2020-05-02T00:00:00,150,8,5,23,2,4
Plumas,2020-05-02T00:00:00,4,0,0,0,0,0
Riverside,2020-05-02T00:00:00,3997,167,211,126,78,31
Sacramento,2020-05-02T00:00:00,1097,43,23,35,16,10
San Benito,2020-05-02T00:00:00,49,2,1,0,0,0
San Bernardino,2020-05-02T00:00:00,2124,99,144,116,55,22
San Diego,2020-05-02T00:00:00,3844,150,289,68,123,18
San Francisco,2020-05-02T00:00:00,1632,29,81,27,29,7
San Joaquin,2020-05-02T00:00:00,559,25,17,16,9,6
San Luis Obispo,2020-05-02T00:00:00,193,1,3,10,1,4
San Mateo,2020-05-02T00:00:00,1272,52,48,13,16,1
Santa Barbara,2020-05-02T00:00:00,506,8,25,11,13,4
Santa Clara,2020-05-02T00:00:00,2203,115,95,36,40,6
Santa Cruz,2020-05-02T00:00:00,131,2,3,0,1,0
Shasta,2020-05-02T00:00:00,31,4,0,0,0,0
Sierra,2020-05-02T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-02T00:00:00,5,0,0,0,0,0
Solano,2020-05-02T00:00:00,267,5,14,15,7,6
Sonoma,2020-05-02T00:00:00,250,3,3,14,2,1
Stanislaus,2020-05-02T00:00:00,388,14,36,30,1,7
Sutter,2020-05-02T00:00:00,28,2,0,0,0,0
Tehama,2020-05-02T00:00:00,1,1,0,0,0,0
Trinity,2020-05-02T00:00:00,0,0,0,0,0,0
Tulare,2020-05-02T00:00:00,711,40,28,2,5,2
Tuolumne,2020-05-02T00:00:00,3,0,0,0,0,0
Unassigned,2020-05-02T00:00:00,2,0,0,0,0,0
Ventura,2020-05-02T00:00:00,564,19,26,26,10,7
Yolo,2020-05-02T00:00:00,169,18,0,0,0,0
Yuba,2020-05-02T00:00:00,16,1,0,0,0,0
Alameda,2020-05-03T00:00:00,1731,65,73,62,33,15
Alpine,2020-05-03T00:00:00,1,0,0,0,0,0
Amador,2020-05-03T00:00:00,8,0,0,0,0,0
Butte,2020-05-03T00:00:00,17,0,0,2,0,0
Calaveras,2020-05-03T00:00:00,13,0,0,1,0,1
Colusa,2020-05-03T00:00:00,3,0,1,0,1,0
Contra Costa,2020-05-03T00:00:00,945,28,20,44,8,7
Del Norte,2020-05-03T00:00:00,3,0,0,0,0,0
El Dorado,2020-05-03T00:00:00,49,0,0,2,0,1
Fresno,2020-05-03T00:00:00,646,8,45,43,18,4
Glenn,2020-05-03T00:00:00,5,0,0,0,0,0
Humboldt,2020-05-03T00:00:00,54,0,1,2,0,0
Imperial,2020-05-03T00:00:00,351,9,39,5,13,1
Inyo,2020-05-03T00:00:00,20,1,0,1,0,0
Kern,2020-05-03T00:00:00,1025,8,30,12,16,2
Kings,2020-05-03T00:00:00,137,1,9,1,2,0
Lake,2020-05-03T00:00:00,7,0,0,3,0,1
Lassen,2020-05-03T00:00:00,0,0,0,0,0,0
Los Angeles,2020-05-03T00:00:00,25708,1229,1779,520,599,95
Madera,2020-05-03T00:00:00,46,2,0,0,0,0
Marin,2020-05-03T00:00:00,243,13,0,6,0,0
Mariposa,2020-05-03T00:00:00,13,0,0,0,0,0
Mendocino,2020-05-03T00:00:00,10,0,0,0,0,0
Merced,2020-05-03T00:00:00,134,3,6,3,4,0
Modoc,2020-05-03T00:00:00,0,0,0,0,0,0
Mono,2020-05-03T00:00:00,25,1,0,0,0,0
Monterey,2020-05-03T00:00:00,235,6,7,1,3,1
Napa,2020-05-03T00:00:00,72,2,0,0,0,0
Nevada,2020-05-03T00:00:00,41,1,0,1,0,0
Orange,2020-05-03T00:00:00,2859,55,218,90,66,25
Placer,2020-05-03T00:00:00,161,8,7,12,2,4
Plumas,2020-05-03T00:00:00,4,0,0,2,0,0
Riverside,2020-05-03T00:00:00,4034,176,217,132,78,34
Sacramento,2020-05-03T00:00:00,1109,43,26,31,16,12
San Benito,2020-05-03T00:00:00,49,2,0,0,0,0
San Bernardino,2020-05-03T00:00:00,2123,99,154,100,59,16
San Diego,2020-05-03T00:00:00,3929,150,276,76,125,20
San Francisco,2020-05-03T00:00:00,1692,30,83,18,30,4
San Joaquin,2020-05-03T00:00:00,570,26,17,18,9,6
San Luis Obispo,2020-05-03T00:00:00,200,1,4,5,1,3
San Mateo,2020-05-03T00:00:00,1277,53,47,14,16,2
Santa Barbara,2020-05-03T00:00:00,512,8,28,6,14,1
Santa Clara,2020-05-03T00:00:00,2235,116,93,39,40,7
Santa Cruz,2020-05-03T00:00:00,133,2,3,0,1,0
Shasta,2020-05-03T00:00:00,31,4,0,0,0,0
Sierra,2020-05-03T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-03T00:00:00,5,0,0,0,0,0
Solano,2020-05-03T00:00:00,266,5,14,11,8,1
Sonoma,2020-05-03T00:00:00,254,4,2,14,1,4
Stanislaus,2020-05-03T00:00:00,411,14,33,15,1,7
Sutter,2020-05-03T00:00:00,28,2,0,0,0,0
Tehama,2020-05-03T00:00:00,1,1,0,0,0,0
Trinity,2020-05-03T00:00:00,0,0,0,0,0,0
Tulare,2020-05-03T00:00:00,736,40,23,5,6,1
Tuolumne,2020-05-03T00:00:00,3,0,0,0,0,0
Unassigned,2020-05-03T00:00:00,3,0,0,0,0,0
Ventura,2020-05-03T00:00:00,583,19,29,34,8,8
Yolo,2020-05-03T00:00:00,171,18,0,0,1,1
Yuba,2020-05-03T00:00:00,16,1,0,1,0,1
Alameda,2020-05-04T00:00:00,1762,65,73,62,31,15
Alpine,2020-05-04T00:00:00,1,0,0,0,0,0
Amador,2020-05-04T00:00:00,8,0,0,0,0,0
Butte,2020-05-04T00:00:00,16,0,0,1,0,0
Calaveras,2020-05-04T00:00:00,13,0,0,1,0,0
Colusa,2020-05-04T00:00:00,3,0,0,0,0,0
Contra Costa,2020-05-04T00:00:00,949,28,19,32,7,6
Del Norte,2020-05-04T00:00:00,3,0,0,0,0,0
El Dorado,2020-05-04T00:00:00,51,0,0,3,0,0
Fresno,2020-05-04T00:00:00,680,9,47,39,19,6
Glenn,2020-05-04T00:00:00,4,0,0,0,0,0
Humboldt,2020-05-04T00:00:00,54,0,1,2,0,1
Imperial,2020-05-04T00:00:00,351,9,47,9,16,0
Inyo,2020-05-04T00:00:00,20,1,0,1,0,0
Kern,2020-05-04T00:00:00,1047,10,36,12,21,2
Kings,2020-05-04T00:00:00,153,1,9,1,2,0
Lake,2020-05-04T00:00:00,7,0,0,4,0,0
Lassen,2020-05-04T00:00:00,0,0,0,0,0,0
Los Angeles,2020-05-04T00:00:00,26243,1256,1828,543,581,95
Madera,2020-05-04T00:00:00,52,2,1,0,0,0
Marin,2020-05-04T00:00:00,244,13,1,7,0,3
Mariposa,2020-05-04T00:00:00,13,0,0,0,0,0
Mendocino,2020-05-04T00:00:00,10,0,0,0,0,0
Merced,2020-05-04T00:00:00,138,3,6,6,4,1
Modoc,2020-05-04T00:00:00,0,0,0,0,0,0
Mono,2020-05-04T00:00:00,25,1,0,0,0,0
Monterey,2020-05-04T00:00:00,237,6,5,0,3,0
Napa,2020-05-04T00:00:00,72,2,0,0,0,1
Nevada,2020-05-04T00:00:00,41,1,0,1,0,0
Orange,2020-05-04T00:00:00,2931,57,214,80,71,17
Placer,2020-05-04T00:00:00,162,8,11,6,1,0
Plumas,2020-05-04T00:00:00,4,0,0,2,0,0
Riverside,2020-05-04T00:00:00,4221,184,216,107,75,29
Sacramento,2020-05-04T00:00:00,1119,47,27,23,16,5
San Benito,2020-05-04T00:00:00,49,2,0,0,0,0
San Bernardino,2020-05-04T00:00:00,2184,99,156,103,58,11
San Diego,2020-05-04T00:00:00,4022,162,300,54,124,11
San Francisco,2020-05-04T00:00:00,1760,31,84,10,26,0
San Joaquin,2020-05-04T00:00:00,574,26,19,14,8,6
San Luis Obispo,2020-05-04T00:00:00,202,1,3,8,2,2
San Mateo,2020-05-04T00:00:00,1313,53,45,14,13,0
Santa Barbara,2020-05-04T00:00:00,524,9,29,10,15,3
Santa Clara,2020-05-04T00:00:00,2238,119,90,33,37,5
Santa Cruz,2020-05-04T00:00:00,133,2,3,0,0,0
Shasta,2020-05-04T00:00:00,31,4,0,0,0,0
Sierra,2020-05-04T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-04T00:00:00,5,0,0,0,0,0
